long_title,short_title
Journal of Occupational and Organizational Psychology,J Occup Organ Psych
Journal of Occupational Health,J Occup Health
Journal of Occupational Rehabilitation,J Occup Rehabil
Journal of Ocular Pharmacology,J Ocul Pharmacol
Journal of Ocular Pharmacology and Therapeutics,J Ocul Pharmacol Th
Journal of Offshore Mechanics and Arctic Engineering-Transactions of the Asme,J Offshore Mech Arct
Journal of Operations Management,J Oper Manag
Journal of Operator Theory,J Operat Theor
Journal of Optical Technology,J Opt Technol+
Journal of Optics A-Pure and Applied Optics,J Opt A-Pure Appl Op
Journal of Optics B-Quantum and Semiclassical Optics,J Opt B-Quantum S O
Journal of Optics-Nouvelle Revue D Optique,J Opt
Journal of Optimization Theory and Applications,J Optimiz Theory App
Journal of Optoelectronics and Advanced Materials,J Optoelectron Adv M
Journal of Oral and Maxillofacial Surgery,J Oral Maxil Surg
Journal of Oral Pathology & Medicine,J Oral Pathol Med
Journal of Oral Rehabilitation,J Oral Rehabil
Journal of Oral Surgery,J Oral Surg
Journal of Organic Chemistry,J Org Chem
Journal of Organizational Behavior,J Organ Behav
Journal of Organizational Behavior Management,J Organ Behav Manage
Journal of Organizational Change Management,J Organ Change Manag
Journal of Organizational Computing and Electronic Commerce,J Org Comp Elect Com
Journal of Organometallic Chemistry,J Organomet Chem
Journal of Orofacial Pain,J Orofac Pain
Journal of Orthomolecular Medicine,J Orthomol Med
Journal of Orthomolecular Psychiatry,J Orthomol Med
Journal of Orthopaedic & Sports Physical Therapy,J Orthop Sport Phys
Journal of Orthopaedic Research,J Orthopaed Res
Journal of Orthopaedic Rheumatology,J Orthop Rheumatol
Journal of Orthopaedic Trauma,J Orthop Trauma
Journal of Otolaryngology,J Otolaryngol
Journal of Pacific History,J Pac Hist
Journal of Paediatrics and Child Health,J Paediatr Child H
Journal of Pain and Symptom Management,J Pain Symptom Manag
Journal of Paleolimnology,J Paleolimnol
Journal of Paleontology,J Paleontol
Journal of Palestine Studies,J Palestine Stud
Journal of Palliative Care,J Palliative Care
Journal of Parallel and Distributed Computing,J Parallel Distr Com
Journal of Parapsychology,J Parapsychol
Journal of Parasitology,J Parasitol
Journal of Parenteral and Enteral Nutrition,Jpen-Parenter Enter
Journal of Parenteral Science and Technology,J Parent Sci Techn
Journal of Pathology,J Pathol
Journal of Peace Research,J Peace Res
Journal of Peasant Studies,J Peasant Stud
Journal of Pediatric Endocrinology,J Pediatr Endocrinol
Journal of Pediatric Endocrinology & Metabolism,J Pediatr Endocr Met
Journal of Pediatric Gastroenterology and Nutrition,J Pediatr Gastr Nutr
Journal of Pediatric Hematology Oncology,J Pediat Hematol Onc
Journal of Pediatric Ophthalmology & Strabismus,J Pediat Ophth Strab
Journal of Pediatric Orthopaedics,J Pediatr Orthoped
Journal of Pediatric Orthopaedics-Part B,J Pediatr Orthop B
Journal of Pediatric Psychology,J Pediatr Psychol
Journal of Pediatric Surgery,J Pediatr Surg
Journal of Pediatrics,J Pediatr
Journal of Peptide Research,J Pept Res
Journal of Peptide Science,J Pept Sci
Journal of Perinatal & Neonatal Nursing,J Perinat Neonat Nur
Journal of Perinatal Medicine,J Perinat Med
Journal of Periodontal Research,J Periodontal Res
Journal of Periodontology,J Periodontol
Journal of Personal & Interpersonal Loss,J Pers Interpers Los
Journal of Personality,J Pers
Journal of Personality and Social Psychology,J Pers Soc Psychol
Journal of Personality Assessment,J Pers Assess
Journal of Personality Disorders,J Pers Disord
Journal of Pesticide Science,J Pestic Sci
Journal of Petroleum Geology,J Petrol Geol
Journal of Petroleum Science and Engineering,J Petrol Sci Eng
Journal of Petroleum Technology,J Petrol Technol
Journal of Petrology,J Petrol
Journal of Pharmaceutical and Biomedical Analysis,J Pharmaceut Biomed
Journal of Pharmaceutical Sciences,J Pharm Sci
Journal of Pharmacobio-Dynamics,J Pharmacobio-Dynam
Journal of Pharmacokinetics and Biopharmaceutics,J Pharmacokinet Biop
Journal of Pharmacological and Toxicological Methods,J Pharmacol Toxicol
Journal of Pharmacological Methods,J Pharmacol Method
Journal of Pharmacology and Experimental Therapeutics,J Pharmacol Exp Ther
Journal of Pharmacy and Pharmaceutical Sciences,J Pharm Pharm Sci
Journal of Pharmacy and Pharmacology,J Pharm Pharmacol
Journal of Phase Equilibria,J Phase Equilib
Journal of Phenomenological Psychology,J Phenomenol Psychol
Journal of Philosophical Logic,J Philos Logic
Journal of Philosophy,J Philos
Journal of Philosophy of Education,J Philos Educ
Journal of Phonetics,J Phonetics
Journal of Photochemistry,J Photochem
Journal of Photochemistry and Photobiology A-Chemistry,J Photoch Photobio A
Journal of Photochemistry and Photobiology B-Biology,J Photoch Photobio B
Journal of Photographic Science,J Photogr Sci
Journal of Phycology,J Phycol
Journal of Physical and Chemical Reference Data,J Phys Chem Ref Data
Journal of Physical Chemistry,J Phys Chem-Us
Journal of Physical Chemistry A,J Phys Chem A
Journal of Physical Chemistry B,J Phys Chem B
Journal of Physical Oceanography,J Phys Oceanogr
Journal of Physical Organic Chemistry,J Phys Org Chem
Journal of Physics A-Mathematical and General,J Phys A-Math Gen
Journal of Physics and Chemistry of Solids,J Phys Chem Solids
Journal of Physics B-Atomic Molecular and Optical Physics,J Phys B-At Mol Opt
Journal of Physics C-Solid State Physics,J Phys C Solid State
Journal of Physics D-Applied Physics,J Phys D Appl Phys
Journal of Physics E-Scientific Instruments,J Phys E Sci Instrum
Journal of Physics F-Metal Physics,J Phys F Met Phys
Journal of Physics G-Nuclear and Particle Physics,J Phys G Nucl Partic
Journal of Physics of the Earth,J Phys Earth
Journal of Physics-Condensed Matter,J Phys-Condens Mat
Journal of Physiology and Biochemistry,J Physiol Biochem
Journal of Physiology and Pharmacology,J Physiol Pharmacol
Journal of Physiology-London,J Physiol-London
Journal of Physiology-Paris,J Physiology-Paris
Journal of Phytopathology-Phytopathologische Zeitschrift,J Phytopathol
Journal of Pidgin and Creole Languages,J Pidgin Creole Lang
Journal of Pineal Research,J Pineal Res
Journal of Pipelines,J Pipeline
Journal of Plankton Research,J Plankton Res
Journal of Planning Education and Research,J Plan Educ Res
Journal of Plant Biochemistry and Biotechnology,J Plant Biochem Biot
Journal of Plant Growth Regulation,J Plant Growth Regul
Journal of Plant Nutrition,J Plant Nutr
Journal of Plant Nutrition and Soil Science-Zeitschrift Fur Pflanzenernahrung Und Bodenkunde,J Plant Nutr Soil Sc
Journal of Plant Physiology,J Plant Physiol
Journal of Plant Research,J Plant Res
Journal of Plantation Crops,J Plantation Crops
Journal of Plasma Physics,J Plasma Phys
Journal of Plastic Film & Sheeting,J Plast Film Sheet
Journal of Policy Analysis and Management,J Policy Anal Manag
Journal of Policy Modeling,J Policy Model
Journal of Political & Military Sociology,J Polit Mil Sociol
Journal of Political Economy,J Polit Econ
Journal of Political Philosophy,J Polit Philos
Journal of Politics,J Polit
Journal of Polymer Engineering,J Polym Eng
Journal of Polymer Materials,J Polym Mater
Journal of Polymer Research-Taiwan,J Polym Res-Taiwan
Journal of Polymer Science Part A-Polymer Chemistry,J Polym Sci Pol Chem
Journal of Polymer Science Part B-Polymer Physics,J Polym Sci Pol Phys
Journal of Polymer Science Part C-Polymer Letters,J Polym Sci Pol Lett
Journal of Polymer Science-Polymer Symposia,J Polym Sci Pol Sym
Journal of Popular Culture,J Pop Cult
Journal of Popular Film and Television,J Pop Film Tv
Journal of Population Economics,J Popul Econ
Journal of Porous Materials,J Porous Mat
Journal of Porous Media,J Porous Media
Journal of Porphyrins and Phthalocyanines,J Porphyr Phthalocya
Journal of Portfolio Management,J Portfolio Manage
Journal of Post Keynesian Economics,J Post Keynesian Ec
Journal of Power Sources,J Power Sources
Journal of Pragmatics,J Pragmatics
Journal of Pre-Raphaelite Studies-New Series,J Pre-Raphaelite St
Journal of Presbyterian History,J Presbyterian Hist
Journal of Pressure Vessel Technology-Transactions of the Asme,J Press Vess-T Asme
Journal of Process Control,J Process Contr
Journal of Product Innovation Management,J Prod Innovat Manag
Journal of Production Agriculture,J Prod Agric
Journal of Productivity Analysis,J Prod Anal
Journal of Products Liability,J Prod Liability
Journal of Professional Issues in Engineering Education and Practice,J Prof Iss Eng Ed Pr
Journal of Professional Issues in Engineering-Asce,J Prof Iss Eng-Asce
Journal of Professional Nursing,J Prof Nurs
Journal of Programming Languages,J Program Lang
Journal of Propulsion and Power,J Propul Power
Journal of Prosthetic Dentistry,J Prosthet Dent
Journal of Prosthetics and Orthotics,J Prosthet Orthot
Journal of Protein Chemistry,J Protein Chem
Journal of Protozoology,J Protozool
Journal of Protozoology Research,J Protozool Res
Journal of Psychiatric Research,J Psychiat Res
Journal of Psychiatric Treatment and Evaluation,J Psychiat Treat Ev
Journal of Psychiatry & Neuroscience,J Psychiatr Neurosci
Journal of Psychoactive Drugs,J Psychoactive Drugs
Journal of Psychoeducational Assessment,J Psychoeduc Assess
Journal of Psychohistory,J Psychohist
Journal of Psycholinguistic Research,J Psycholinguist Res
Journal of Psychology,J Psychol
Journal of Psychology and Theology,J Psychol Theol
Journal of Psychopathology and Behavioral Assessment,J Psychopathol Behav
Journal of Psychopharmacology,J Psychopharmacol
Journal of Psychophysiology,J Psychophysiol
Journal of Psychosocial Oncology,J Psychosoc Oncol
Journal of Psychosomatic Obstetrics and Gynecology,J Psychosom Obst Gyn
Journal of Psychosomatic Research,J Psychosom Res
Journal of Psychotherapy Integration,J Psychother Integr
Journal of Public Economics,J Public Econ
Journal of Public Health Dentistry,J Public Health Dent
Journal of Public Health Medicine,J Public Health Med
Journal of Public Health Policy,J Public Health Pol
Journal of Public Policy & Marketing,J Public Policy Mark
Journal of Pulp and Paper Science,J Pulp Pap Sci
Journal of Pure and Applied Algebra,J Pure Appl Algebra
Journal of Quality Technology,J Qual Technol
Journal of Quantitative Criminology,J Quant Criminol
Journal of Quantitative Spectroscopy & Radiative Transfer,J Quant Spectrosc Ra
Journal of Quaternary Science,J Quaternary Sci
Journal of Radiation Research,J Radiat Res
Journal of Radioanalytical and Nuclear Chemistry,J Radioanal Nucl Ch
Journal of Radioanalytical and Nuclear Chemistry-Articles,J Radioan Nucl Ch Ar
Journal of Radioanalytical and Nuclear Chemistry-Letters,J Radioan Nucl Ch Le
Journal of Radioanalytical Chemistry,J Radioanal Chem
Journal of Raman Spectroscopy,J Raman Spectrosc
Journal of Range Management,J Range Manage
Journal of Rapid Methods and Automation in Microbiology,J Rapid Meth Aut Mic
Journal of Raptor Research,J Raptor Res
Journal of Rare Earths,J Rare Earth
Journal of Reading,J Reading
Journal of Reading Behavior,J Reading Behav
Journal of Real Estate Finance and Economics,J Real Estate Financ
Journal of Real Estate Taxation,J Real Estate Tax
Journal of Receptor and Signal Transduction Research,J Recept Signal Tr R
Journal of Receptor Research,J Receptor Res
Journal of Reconstructive Microsurgery,J Reconstr Microsurg
Journal of Refractive and Corneal Surgery,J Refract Corneal S
Journal of Refractive Surgery,J Refract Surg
Journal of Regional Science,J Regional Sci
Journal of Regulatory Economics,J Regul Econ
Journal of Rehabilitation,J Rehabil
Journal of Rehabilitation Research and Development,J Rehabil Res Dev
Journal of Reinforced Plastics and Composites,J Reinf Plast Comp
Journal of Religion,J Relig
Journal of Religion & Health,J Relig Health
Journal of Religious Ethics,J Relig Ethics
Journal of Religious History,J Relig Hist
Journal of Reproduction and Fertility,J Reprod Fertil
Journal of Reproductive and Infant Psychology,J Reprod Infant Psyc
Journal of Reproductive Immunology,J Reprod Immunol
Journal of Reproductive Medicine,J Reprod Med
Journal of Research and Practice in Information Technology,J Res Pract Inf Tech
Journal of Research in Crime and Delinquency,J Res Crime Delinq
Journal of Research in Music Education,J Res Music Educ
Journal of Research in Personality,J Res Pers
Journal of Research in Science Teaching,J Res Sci Teach
Journal of Research of the National Bureau of Standards,J Res Nat Bur Stand
Journal of Research of the National Institute of Standards and Technology,J Res Natl Inst Stan
Journal of Research on Adolescence,J Res Adolescence
Journal of Retailing,J Retailing
Journal of Rheology,J Rheol
Journal of Rheumatology,J Rheumatol
Journal of Risk and Insurance,J Risk Insur
Journal of Risk and Uncertainty,J Risk Uncertainty
Journal of Robotic Systems,J Robotic Syst
Journal of Roman Studies,J Roman Stud
Journal of Rural Development,J Rural Develop
Journal of Rural Health,J Rural Health
Journal of Rural Studies,J Rural Stud
Journal of Russian Laser Research,J Russ Laser Res
Journal of Safety Research,J Safety Res
Journal of Scholarly Publishing,J Scholarly Publ
Journal of School Health,J School Health
Journal of School Psychology,J School Psychol
Journal of Scientific & Industrial Research,J Sci Ind Res India
Journal of Sea Research,J Sea Res
Journal of Sedimentary Petrology,J Sediment Petrol
Journal of Sedimentary Research,J Sediment Res
Journal of Sedimentary Research Section A-Sedimentary Petrology and Processes,J Sediment Res A
Journal of Sedimentary Research Section B-Stratigraphy and Global Studies,J Sediment Res B
Journal of Seed Technology,J Seed Technol
Journal of Seismic Exploration,J Seism Explor
Journal of Seismology,J Seismol
Journal of Semitic Studies,J Semitic Stud
Journal of Sensory Studies,J Sens Stud
Journal of Sex & Marital Therapy,J Sex Marital Ther
Journal of Sex Education & Therapy,J Sex Educ Ther
Journal of Sex Research,J Sex Res
Journal of Shellfish Research,J Shellfish Res
Journal of Ship Research,J Ship Res
